PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG,player_id,endpoint,dataframe_index,collection_timestamp,PLAYER_ID,PLAYER_NAME,TimeFrame,PTS,AST,REB,PIE,SEASON_ID
1630639.0,A.J.,Lawson,A.J. Lawson,"Lawson, A.J.",A. Lawson,aj-lawson,2000-07-15T00:00:00,South Carolina,Canada,South Carolina/Canada,6-6,179,3.0,0,Guard,Active,N,1610612761.0,Raptors,TOR,raptors,Toronto,aj_lawson,2022.0,2025.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,1630639,CommonPlayerInfo,0,2025-08-10T12:49:32.808904,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630639,CommonPlayerInfo,1,2025-08-10T12:49:32.808904,1630639.0,A.J. Lawson,2024-25,9.1,1.2,3.3,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630639,CommonPlayerInfo,2,2025-08-10T12:49:32.808904,,,,,,,,12021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630639,CommonPlayerInfo,2,2025-08-10T12:49:32.808904,,,,,,,,12022
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630639,CommonPlayerInfo,2,2025-08-10T12:49:32.808904,,,,,,,,22022
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630639,CommonPlayerInfo,2,2025-08-10T12:49:32.808904,,,,,,,,12023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630639,CommonPlayerInfo,2,2025-08-10T12:49:32.808904,,,,,,,,22023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630639,CommonPlayerInfo,2,2025-08-10T12:49:32.808904,,,,,,,,42023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630639,CommonPlayerInfo,2,2025-08-10T12:49:32.808904,,,,,,,,12024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630639,CommonPlayerInfo,2,2025-08-10T12:49:32.808904,,,,,,,,22024
1631260.0,AJ,Green,AJ Green,"Green, AJ",A. Green,aj-green,1999-09-27T00:00:00,Northern Iowa,USA,Northern Iowa/USA,6-4,190,3.0,20,Guard,Active,N,1610612749.0,Bucks,MIL,bucks,Milwaukee,aj_green,2022.0,2025.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,1631260,CommonPlayerInfo,0,2025-08-10T12:49:33.481844,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1631260,CommonPlayerInfo,1,2025-08-10T12:49:33.481844,1631260.0,AJ Green,2024-25,7.4,1.5,2.4,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1631260,CommonPlayerInfo,2,2025-08-10T12:49:33.481844,,,,,,,,12022
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1631260,CommonPlayerInfo,2,2025-08-10T12:49:33.481844,,,,,,,,22022
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1631260,CommonPlayerInfo,2,2025-08-10T12:49:33.481844,,,,,,,,12023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1631260,CommonPlayerInfo,2,2025-08-10T12:49:33.481844,,,,,,,,22023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1631260,CommonPlayerInfo,2,2025-08-10T12:49:33.481844,,,,,,,,42023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1631260,CommonPlayerInfo,2,2025-08-10T12:49:33.481844,,,,,,,,12024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1631260,CommonPlayerInfo,2,2025-08-10T12:49:33.481844,,,,,,,,22024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1631260,CommonPlayerInfo,2,2025-08-10T12:49:33.481844,,,,,,,,42024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1631260,CommonPlayerInfo,2,2025-08-10T12:49:33.481844,,,,,,,,62024
1642358.0,AJ,Johnson,AJ Johnson,"Johnson, AJ",A. Johnson,aj-johnson,2004-12-01T00:00:00,Illawarra,USA,Illawarra/USA,6-5,160,1.0,5,Guard,Active,N,1610612764.0,Wizards,WAS,wizards,Washington,aj_johnson,2024.0,2025.0,Y,Y,Y,2024,1,23,N,1642358,CommonPlayerInfo,0,2025-08-10T12:49:34.174945,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1642358,CommonPlayerInfo,1,2025-08-10T12:49:34.174945,1642358.0,AJ Johnson,2024-25,7.6,2.6,2.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1642358,CommonPlayerInfo,2,2025-08-10T12:49:34.174945,,,,,,,,12024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1642358,CommonPlayerInfo,2,2025-08-10T12:49:34.174945,,,,,,,,22024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1642358,CommonPlayerInfo,2,2025-08-10T12:49:34.174945,,,,,,,,62024
203932.0,Aaron,Gordon,Aaron Gordon,"Gordon, Aaron",A. Gordon,aaron-gordon,1995-09-16T00:00:00,Arizona,USA,Arizona/USA,6-8,235,11.0,32,Forward,Active,N,1610612743.0,Nuggets,DEN,nuggets,Denver,aaron_gordon,2014.0,2025.0,N,Y,Y,2014,1,4,N,203932,CommonPlayerInfo,0,2025-08-10T12:49:34.824063,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203932,CommonPlayerInfo,1,2025-08-10T12:49:34.824063,203932.0,Aaron Gordon,2024-25,14.7,3.2,4.8,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203932,CommonPlayerInfo,2,2025-08-10T12:49:34.824063,,,,,,,,12014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203932,CommonPlayerInfo,2,2025-08-10T12:49:34.824063,,,,,,,,22014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203932,CommonPlayerInfo,2,2025-08-10T12:49:34.824063,,,,,,,,12015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203932,CommonPlayerInfo,2,2025-08-10T12:49:34.824063,,,,,,,,22015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203932,CommonPlayerInfo,2,2025-08-10T12:49:34.824063,,,,,,,,12016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203932,CommonPlayerInfo,2,2025-08-10T12:49:34.824063,,,,,,,,22016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203932,CommonPlayerInfo,2,2025-08-10T12:49:34.824063,,,,,,,,12017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203932,CommonPlayerInfo,2,2025-08-10T12:49:34.824063,,,,,,,,22017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203932,CommonPlayerInfo,2,2025-08-10T12:49:34.824063,,,,,,,,12018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203932,CommonPlayerInfo,2,2025-08-10T12:49:34.824063,,,,,,,,22018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203932,CommonPlayerInfo,2,2025-08-10T12:49:34.824063,,,,,,,,42018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203932,CommonPlayerInfo,2,2025-08-10T12:49:34.824063,,,,,,,,12019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203932,CommonPlayerInfo,2,2025-08-10T12:49:34.824063,,,,,,,,22019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203932,CommonPlayerInfo,2,2025-08-10T12:49:34.824063,,,,,,,,12020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203932,CommonPlayerInfo,2,2025-08-10T12:49:34.824063,,,,,,,,22020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203932,CommonPlayerInfo,2,2025-08-10T12:49:34.824063,,,,,,,,42020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203932,CommonPlayerInfo,2,2025-08-10T12:49:34.824063,,,,,,,,12021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203932,CommonPlayerInfo,2,2025-08-10T12:49:34.824063,,,,,,,,22021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203932,CommonPlayerInfo,2,2025-08-10T12:49:34.824063,,,,,,,,42021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203932,CommonPlayerInfo,2,2025-08-10T12:49:34.824063,,,,,,,,12022
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203932,CommonPlayerInfo,2,2025-08-10T12:49:34.824063,,,,,,,,22022
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203932,CommonPlayerInfo,2,2025-08-10T12:49:34.824063,,,,,,,,42022
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203932,CommonPlayerInfo,2,2025-08-10T12:49:34.824063,,,,,,,,12023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203932,CommonPlayerInfo,2,2025-08-10T12:49:34.824063,,,,,,,,22023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203932,CommonPlayerInfo,2,2025-08-10T12:49:34.824063,,,,,,,,42023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203932,CommonPlayerInfo,2,2025-08-10T12:49:34.824063,,,,,,,,12024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203932,CommonPlayerInfo,2,2025-08-10T12:49:34.824063,,,,,,,,22024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203932,CommonPlayerInfo,2,2025-08-10T12:49:34.824063,,,,,,,,42024
1628988.0,Aaron,Holiday,Aaron Holiday,"Holiday, Aaron",A. Holiday,aaron-holiday,1996-09-30T00:00:00,UCLA,USA,UCLA/USA,6-0,185,7.0,0,Guard,Active,N,1610612745.0,Rockets,HOU,rockets,Houston,aaron_holiday,2018.0,2025.0,N,Y,Y,2018,1,23,N,1628988,CommonPlayerInfo,0,2025-08-10T12:49:35.494612,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628988,CommonPlayerInfo,1,2025-08-10T12:49:35.494612,1628988.0,Aaron Holiday,2024-25,5.5,1.3,1.3,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628988,CommonPlayerInfo,2,2025-08-10T12:49:35.494612,,,,,,,,12018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628988,CommonPlayerInfo,2,2025-08-10T12:49:35.494612,,,,,,,,22018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628988,CommonPlayerInfo,2,2025-08-10T12:49:35.494612,,,,,,,,42018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628988,CommonPlayerInfo,2,2025-08-10T12:49:35.494612,,,,,,,,12019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628988,CommonPlayerInfo,2,2025-08-10T12:49:35.494612,,,,,,,,22019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628988,CommonPlayerInfo,2,2025-08-10T12:49:35.494612,,,,,,,,42019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628988,CommonPlayerInfo,2,2025-08-10T12:49:35.494612,,,,,,,,12020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628988,CommonPlayerInfo,2,2025-08-10T12:49:35.494612,,,,,,,,22020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628988,CommonPlayerInfo,2,2025-08-10T12:49:35.494612,,,,,,,,52020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628988,CommonPlayerInfo,2,2025-08-10T12:49:35.494612,,,,,,,,12021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628988,CommonPlayerInfo,2,2025-08-10T12:49:35.494612,,,,,,,,22021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628988,CommonPlayerInfo,2,2025-08-10T12:49:35.494612,,,,,,,,42021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628988,CommonPlayerInfo,2,2025-08-10T12:49:35.494612,,,,,,,,12022
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628988,CommonPlayerInfo,2,2025-08-10T12:49:35.494612,,,,,,,,22022
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628988,CommonPlayerInfo,2,2025-08-10T12:49:35.494612,,,,,,,,42022
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628988,CommonPlayerInfo,2,2025-08-10T12:49:35.494612,,,,,,,,12023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628988,CommonPlayerInfo,2,2025-08-10T12:49:35.494612,,,,,,,,22023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628988,CommonPlayerInfo,2,2025-08-10T12:49:35.494612,,,,,,,,12024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628988,CommonPlayerInfo,2,2025-08-10T12:49:35.494612,,,,,,,,22024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628988,CommonPlayerInfo,2,2025-08-10T12:49:35.494612,,,,,,,,42024
1630174.0,Aaron,Nesmith,Aaron Nesmith,"Nesmith, Aaron",A. Nesmith,aaron-nesmith,1999-10-16T00:00:00,Vanderbilt,USA,Vanderbilt/USA,6-6,215,5.0,23,Guard-Forward,Active,N,1610612754.0,Pacers,IND,pacers,Indiana,aaron_nesmith,2020.0,2025.0,Y,Y,Y,2020,1,14,N,1630174,CommonPlayerInfo,0,2025-08-10T12:49:36.184525,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630174,CommonPlayerInfo,1,2025-08-10T12:49:36.184525,1630174.0,Aaron Nesmith,2024-25,12.0,1.2,4.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630174,CommonPlayerInfo,2,2025-08-10T12:49:36.184525,,,,,,,,12020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630174,CommonPlayerInfo,2,2025-08-10T12:49:36.184525,,,,,,,,22020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630174,CommonPlayerInfo,2,2025-08-10T12:49:36.184525,,,,,,,,42020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630174,CommonPlayerInfo,2,2025-08-10T12:49:36.184525,,,,,,,,52020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630174,CommonPlayerInfo,2,2025-08-10T12:49:36.184525,,,,,,,,12021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630174,CommonPlayerInfo,2,2025-08-10T12:49:36.184525,,,,,,,,22021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630174,CommonPlayerInfo,2,2025-08-10T12:49:36.184525,,,,,,,,42021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630174,CommonPlayerInfo,2,2025-08-10T12:49:36.184525,,,,,,,,12022
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630174,CommonPlayerInfo,2,2025-08-10T12:49:36.184525,,,,,,,,22022
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630174,CommonPlayerInfo,2,2025-08-10T12:49:36.184525,,,,,,,,12023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630174,CommonPlayerInfo,2,2025-08-10T12:49:36.184525,,,,,,,,22023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630174,CommonPlayerInfo,2,2025-08-10T12:49:36.184525,,,,,,,,42023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630174,CommonPlayerInfo,2,2025-08-10T12:49:36.184525,,,,,,,,62023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630174,CommonPlayerInfo,2,2025-08-10T12:49:36.184525,,,,,,,,12024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630174,CommonPlayerInfo,2,2025-08-10T12:49:36.184525,,,,,,,,22024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630174,CommonPlayerInfo,2,2025-08-10T12:49:36.184525,,,,,,,,42024
1630598.0,Aaron,Wiggins,Aaron Wiggins,"Wiggins, Aaron",A. Wiggins,aaron-wiggins,1999-01-02T00:00:00,Maryland,USA,Maryland/USA,6-5,190,4.0,21,Guard,Active,N,1610612760.0,Thunder,OKC,thunder,Oklahoma City,aaron_wiggins,2021.0,2025.0,Y,Y,Y,2021,2,55,N,1630598,CommonPlayerInfo,0,2025-08-10T12:49:36.860419,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630598,CommonPlayerInfo,1,2025-08-10T12:49:36.861419,1630598.0,Aaron Wiggins,2024-25,12.0,1.8,3.9,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630598,CommonPlayerInfo,2,2025-08-10T12:49:36.861419,,,,,,,,12021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630598,CommonPlayerInfo,2,2025-08-10T12:49:36.861419,,,,,,,,22021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630598,CommonPlayerInfo,2,2025-08-10T12:49:36.861419,,,,,,,,12022
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630598,CommonPlayerInfo,2,2025-08-10T12:49:36.861419,,,,,,,,22022
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630598,CommonPlayerInfo,2,2025-08-10T12:49:36.861419,,,,,,,,52022
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630598,CommonPlayerInfo,2,2025-08-10T12:49:36.861419,,,,,,,,12023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630598,CommonPlayerInfo,2,2025-08-10T12:49:36.861419,,,,,,,,22023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630598,CommonPlayerInfo,2,2025-08-10T12:49:36.861419,,,,,,,,42023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630598,CommonPlayerInfo,2,2025-08-10T12:49:36.861419,,,,,,,,12024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630598,CommonPlayerInfo,2,2025-08-10T12:49:36.861419,,,,,,,,22024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630598,CommonPlayerInfo,2,2025-08-10T12:49:36.861419,,,,,,,,42024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630598,CommonPlayerInfo,2,2025-08-10T12:49:36.861419,,,,,,,,62024
1641745.0,Adam,Flagler,Adam Flagler,"Flagler, Adam",A. Flagler,adam-flagler,1999-12-01T00:00:00,Baylor,USA,Baylor/USA,6-3,180,2.0,14,Guard,Active,N,1610612759.0,Spurs,SAS,spurs,San Antonio,adam_flagler,2023.0,2025.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,1641745,CommonPlayerInfo,0,2025-08-10T12:49:37.523949,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1641745,CommonPlayerInfo,1,2025-08-10T12:49:37.523949,1641745.0,Adam Flagler,2024-25,1.8,0.3,0.7,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1641745,CommonPlayerInfo,2,2025-08-10T12:49:37.523949,,,,,,,,22023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1641745,CommonPlayerInfo,2,2025-08-10T12:49:37.523949,,,,,,,,12024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1641745,CommonPlayerInfo,2,2025-08-10T12:49:37.523949,,,,,,,,22024
1641766.0,Adama,Sanogo,Adama Sanogo,"Sanogo, Adama",A. Sanogo,adama-sanogo,2002-02-12T00:00:00,Connecticut,Mali,Connecticut/Mali,6-9,245,1.0,,Forward,Inactive,Y,0.0,,,,,adama_sanogo,2023.0,2024.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,1641766,CommonPlayerInfo,0,2025-08-10T12:49:38.211965,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1641766,CommonPlayerInfo,1,2025-08-10T12:49:38.211965,1641766.0,Adama Sanogo,2024-25,2.0,0.3,1.5,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1641766,CommonPlayerInfo,2,2025-08-10T12:49:38.211965,,,,,,,,12023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1641766,CommonPlayerInfo,2,2025-08-10T12:49:38.211965,,,,,,,,22023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1641766,CommonPlayerInfo,2,2025-08-10T12:49:38.211965,,,,,,,,12024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1641766,CommonPlayerInfo,2,2025-08-10T12:49:38.211965,,,,,,,,22024
1641737.0,Adem,Bona,Adem Bona,"Bona, Adem",A. Bona,adem-bona,2003-03-28T00:00:00,UCLA,Nigeria,UCLA/Nigeria,6-10,235,1.0,30,Forward,Active,N,1610612755.0,76ers,PHI,sixers,Philadelphia,adem_bona,2024.0,2025.0,Y,Y,Y,2024,2,41,N,1641737,CommonPlayerInfo,0,2025-08-10T12:49:38.901336,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1641737,CommonPlayerInfo,1,2025-08-10T12:49:38.901336,1641737.0,Adem Bona,2024-25,5.8,0.5,4.2,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1641737,CommonPlayerInfo,2,2025-08-10T12:49:38.901336,,,,,,,,12024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1641737,CommonPlayerInfo,2,2025-08-10T12:49:38.901336,,,,,,,,22024
